	CODI_VIA	TIPUS_VIA	NOM_OFICIAL	NOM_CURT	DESCRIPCION	FECHA_APROBACION	NOMBRES_ANTERIORES	DISTRICTOS
988	101802	Jard	Jardins del Doctor Duran i Reynals	Jard Dr Duran Reyn	Joan Baptista Giné i Partagàs (el Pla de Cabra, Alt Camp 1836 - Barcelona 1903). Médico higienista. Creador del Instituto Médico de Barcelona. Decano de la facultad de medicina. Propulsor del Hospital Clínico.	 ( )	Doctor Giner y Partagàs; Monturiol, 05/09/1907; Santa Ana, abans de 1900	CIUTAT VELLA (01)
989	101904	C	Carrer del Doctor Fleming	Doctor Fleming	Gregorio Marañón y Posadillo (Madrid 1887 - 1960). Médico, historiador y ensayista castellano.	10/10/1964 ( )		LES CORTS (04)
990	101959	C	Carrer de la Perera	Perera	Martín Ibáñez de Villanueva (Minaya, Albacete 1620 - Reggio Calabria, Italia 1695). Arzobispo. Se doctoró en 1653. Catedrático de universidad. Destacó como predicador. La supuesta dedicación de la calle a este personaje se ha llevado a cabo por eliminación de posibilidades y, sobre todo, teniendo en cuenta el contexto y el año en el que se aprobó. Esta calle da frente a la iglesia y parroquia de Les Corts bajo la advocación mariana del Remedio.	05/09/1907 ( )	San Juan, 08/09/1848	LES CORTS (04)
991	101981	Jard	Jardins del Doctor Fleming	Jard Dr Fleming	Ignasi Barraquer i Barraquer (Barcelona 1884 - 1965). Médico oftalmólogo. En el año 1947 fundó en Barcelona el Instituto Barraquer para el estudio, la investigación y la enseñanza de la oftalmología.	13/12/1972 ( )	Doctor Ignacio Barraquer	LES CORTS (04)
992	102055	C	Carrer del Doctor Francesc Darder	Dr Francesc Darder	(Sagua la Grande, Cuba 1860 - París 1912). Médico cubano. Estudió medicina en Barcelona. Uno de los creadores de la urología moderna.	30/03/1960 ( )		LES CORTS (04)
993	102102	C	Carrer del Doctor Giné i Partagàs	Dr Giné Partagàs	Joaquim Pou (Vic, Osona 1748 ? - Barcelona 1809). Sacerdote. Capellán castrense. Rector de la Ciudadela que intervino en la fracasada conspiración de la Ascensión, que tenía que haberse producido el 11 de mayo de 1809, contra la ocupación francesa. Fue ejecutado el día 3 de junio de 1809.	02/01/1940 ( )	Doctor Joaquin Pou; Doctor Marti y Juliá; Doctor Joaquin Pou; Doctor Marti y Juliá; Adolfo Max	CIUTAT VELLA (01)
994	102306	Av	Avinguda del Doctor Marañón	Av Doctor Marañón	Josep Trueta i Raspall (Barcelona 1897 - 1977). Cirujano de prestigio internacional. Galardonado con las medallas de oro de Barcelona y de San Jorge, así como con el premio Jaime I (1977).	04/10/1993 ( )	Lope de Vega	SANT MARTÍ (10)
995	102408	C	Carrer del Doctor Ibáñez	Doctor Ibáñez	Josep de Letamendi i de Manjarrés (Barcelona 1828 - Madrid 1897). Médico, filósofo, músico, pintor y poeta.	 ( )		HORTA-GUINARDÓ (07) NOU BARRIS (08)
996	102452	Pl	Plaça del Doctor Ignasi Barraquer	Pl Dr I Barraquer	Por la misma dedicación que la calle y el pasaje.	 ( )		EIXAMPLE (02)
997	102500	C	Carrer del Doctor Joaquín Albarrán	Dr Joaq Albarrán	Arbusto de flores lilas. Calle del barrio del Rectoret donde un grupo de viales están dedicados a nombres de plantas y flores.	21/05/1981 ( )	Doctor Marañón	SARRIÀ-SANT GERVASI (05)
998	102601	C	Carrer del Doctor Joaquim Pou	Doctor Joaquim Pou	Gregorio Modrego i Casaus (El Buste, Zaragoza 1890 - Barcelona 1967). Obispo de Barcelona y arzobispo (1942-1967).	30/05/1953 ( )		SANT ANDREU (09)
999	102623	Jard	Jardins de Josep Trueta	Jard Josep Trueta	Pere Nubiola i Espinós (Barcelona 1878 - 1956). Médico, tocólogo. Catedrático de obstetricia desde 1917.	14/11/1973 ( )		LES CORTS (04)
1000	102703	C	Carrer del Doctor Letamendi	Doctor Letamendi	Emili Pi i Molist (Barcelona 1824 - 1892). Médico y escritor. Propulsor y director del Instituto Mental de la Santa Cruz.	19/05/1914 ( )	Ctra. del Manicomio	NOU BARRIS (08)
1001	102805	Pl	Plaça del Doctor Letamendi	Pl Dr Letamendi	Por la misma dedicación que la calle.	 ( )		NOU BARRIS (08)
1002	102850	C	Carrer del Lilà	Lilà	Manuel Ribas i Perdigó (Barcelona 1859 - 1927). Médico. Presidente de la Academia de Medicina de Barcelona (1924-1927).	20/07/1943 ( )	Núm. 5 (urb. S.A. El Tibidabo), 23/03/1906	SARRIÀ-SANT GERVASI (05)
1003	102907	Pl	Plaça del Doctor Modrego	Pl Doctor Modrego	José Protasio Rizal y Alonso (Calamba, Laguna 1861 - Manila 1896). Médico de la Universidad de Madrid, fusilado en Manila el 30 de diciembre de 1896. Escritor, héroe nacional de la independencia filipina.	30/03/1960 ( )	Alcalá de Guadaira; Doctor Rizal; Alcalá de Guadaira; Doctor Rizal; Carmen	GRÀCIA (06)
1004	102951	C	Carrer del Doctor Nubiola i Espinós	Dr Nubiola Espinós	Pierre Paul Emile Roux (Confolens 1853 - París 1933). Bacteriólogo francés. Desde 1904 fue director del Instituto Pasteur.	19/11/1929 ( )	Pomaret (1r tram)	SARRIÀ-SANT GERVASI (05)
1005	103003	C	Carrer del Doctor Pi i Molist	Doctor Pi i Molist	Salvador Cardenal i Fernàndez (Valencia, Horta 1852 - Barcelona 1928). Médico y cirujano. Director del Hospital del Sagrado Corazón de Barcelona (1879-1928).	10/09/1963 ( )	Europa (un tram)	LES CORTS (04)
1006	103105	Ptge	Passatge del Doctor Pi i Molist	Ptge Dr Pi Molist	Francesc Santponç i Roca (Barcelona 1756 - 1821). Médico e inventor. Jefe de los servicios médicos del ejército durante la guerra de la Independencia (1808-1814).	05/09/1907 ( )	Doctor Sampons; San Pedro	SANT ANDREU (09)
1007	103309	C	Carrer del Doctor Ribas i Perdigó	Dr Ribas i Perdigó	"Manuel Serrat i Puigbò (Ripoll, Ripollès 1863 - Barcelona 1916). Médico. Mereció el título de ""médico de los pobres"" por su dedicación a las clases humildes, especialmente en Sant Martí de Provençals. Concejal del Ayuntamiento de Barcelona y presidente del Foment Martinenc."	29/10/1930 ( )		SANT MARTÍ (10)
1008	103400	C	Carrer del Doctor Rizal	Doctor Rizal	Ramon Torent i Torrabadella (Granollers, Vallès Oriental 1826 - Barcelona 1882). Médico cirujano. Se distinguió en la lucha contra la epidemia del cólera en 1854 y en 1865. Fue médico de la Casa de Maternidad y decano del Hospital de la Santa Cruz.	07/07/1925 ( )		SANT ANDREU (09)
1009	103502	C	Carrer del Doctor Roux	Doctor Roux	Ramon Torres i Casanovas (Barcelona 1877 - 1922). Médico cirujano. Catedrático de patología quirúrgica de la facultad de medicina de Barcelona.	 ( )		SANT ANDREU (09)
1010	103604	C	Carrer del Doctor Salvador Cardenal	Dr S Cardenal	Pau Valls i Bonet (Reus, Baix Camp 1814 - Barcelona 1888). Jurisconsulto. Catedrático de la facultad de derecho de Barcelona.	 ( )		HORTA-GUINARDÓ (07)
1011	103706	C	Carrer del Doctor Santponç	Doctor Santponç	Lejzer Ludwik Zamenhof (Bialystok 1859 - Varsovia 1917). Lingüista polaco, creador del esperanto, que adoptó este nombre por el seudónimo que usaba. De profesión oculista. En 1909 visitó Barcelona con motivo de un congreso. Comendador de la orden de Isabel la Católica.	 ( )		SANT MARTÍ (10)
1012	103808	Pl	Plaça del Doctor Serrat	Pl Doctor Serrat	Dolors Monserdà i Vidal (Barcelona 1845 - 1919). Escritora. Fue premiada en diversos juegos florales. Destacó como impulsora de obras de carácter social y feminista.	25/09/1931 ( )	Dolores Monserdá; Kaid Ismail; San Juan	SARRIÀ-SANT GERVASI (05)
1013	103900	Ptge	Passatge del Doctor Torent	Ptge Doctor Torent	Jacint Feliu Domènech i Sastre (Barcelona ? - Madrid 1863). Ministro de gobernación y senador del reino. Alcalde de Barcelona (1835). Propietario de los terrenos donde se abrió la calle. Estaba casado con Lluïsa Serra i Salgado. Heredaron sus hijas: Clotilde, Adela y Carolina. Adela Domènech estaba casada con Josep Llinàs, profesor de escuela normal central.			GRÀCIA (06)
1014	104006	Ptge	Passatge del Doctor Torres	Ptge Doctor Torres	Lluís Domènech i Montaner (Barcelona 1849 - 1923). Arquitecto, historiador y político. Una de las máximas figuras del modernismo mundial. Catedrático y director de la Escuela de Arquitectura de Barcelona (1901).	15/04/1961 ( )		HORTA-GUINARDÓ (07)
1015	104108	C	Carrer del Doctor Valls	Doctor Valls	Antoni Domingo i Mascaró (L'Arboç, Baix Penedès 1813 - Barcelona 1880). Propietario de los terrenos adquiridos a Joaquim de Mercader. Estaba casado con Bàrbara Arau i Campos.			EIXAMPLE (02)
1016	104200	C	Carrer del Doctor Zamenhof	Doctor Zamenhof	Apellidos de terratenientes de Sarrià y Sant Gervasi en el siglo XIX. La calle se abrió en la finca que fue propiedad de los Ponsich i d'Alòs.	17/12/1954 ( )	Pons y Serra (un tram)	SARRIÀ-SANT GERVASI (05)
1017	104301	C	Carrer de Dolors Monserdà	Dolors Monserdà	"Los religiosos de la orden de Predicadores fundada por Santo Domingo de Guzmán poseían una finca en la calle, ya por el año 1630, denominada ""Torre Gomis""."	19/01/1893 ( )	Dominicos	SARRIÀ-SANT GERVASI (05)
1018	104403	C	Carrer de Domènech	Domènech	Debe su nombre al granado, el árbol. Forma parte de un conjunto de calles con nombres de árboles y arbustos.	10/04/1981 ( )	Don Juan Tenorio	SARRIÀ-SANT GERVASI (05)
1019	104458	C	Carrer de Domènech i Montaner	Domènech Montaner	Nombre proveniente de la calle de la que era travesía, hoy calle de Josep Anselm Clavé. En la calle existía, desde 1278, el convento de franciscanos que tenía dependencias que servían para hospedar por una noche a los peregrinos que lo solicitaban. Según la tradición allí se alojó San Francisco.		Dormitorio de San Francisco; Moll Vell	CIUTAT VELLA (01)
1020	104505	Ptge	Passatge de Domingo	Ptge Domingo	Dorotea Chopitea i de Villota (Santiago de Chile 1816 - Barcelona 1891). Impulsora de la primera fundación salesiana de Cataluña.	17/11/1960 ( )		SARRIÀ-SANT GERVASI (05)
1021	104607	C	Carrer de Domínguez i Miralles	Domínguez Miralles	Motín popular madrileño que fue la chispa que, en 1808, encendió la guerra contra Napoleón.		Dos de Mayo; Núm. 45 (Pla Cerdà)	EIXAMPLE (02) SANT MARTÍ (10)
1022	104709	C	Carrer dels Dominics	Dominics	Dos de mayo de 1808. Por la misma dedicación que la calle.	 ( )	Dos de Mayo	SANT MARTÍ (10)
1023	104855	Ptge	Passatge del Magraner	Ptge Magraner	Debe su nombre a Dosrius, municipio del Maresme.	 ( )		HORTA-GUINARDÓ (07)
1024	105100	Ptge	Passatge del Dormitori de Sant Francesc	Ptge D St Francesc	Por Can Dragó, antigua masía de Sant Andreu.	 ( )		SANT ANDREU (09)
1025	105202	Jard	Jardins de Dorotea Chopitea	Jard D Chopitea	Debe su nombre a Dublín, ciudad de Irlanda y capital del estado.	 ( )	Escocia	SANT ANDREU (09)
1026	105304	C	Carrer del Dos de Maig	Dos de Maig	"Es tan corta que la única duda sería considerarla calle. Según Joan Amades el nombre provendría de una fuente de agua que había en la calle: tres campesinos de las huertas de San Antonio se disputaban el origen del chorro de aquella fuente que según cada uno de ellos era el mismo que el de la vena de agua que pasaba por debajo de su huerto y que extraía su noria. Como no se ponían de acuerdo, hicieron diversas pruebas sin llegar a establecer la procedencia y bautizaron la fuente con el nombre de la ""duda""."	 ((cambio de tipología, de calle a plaza))	Duda	CIUTAT VELLA (01)
1027	105406	Ptge	Passatge del Dos de Maig	Ptge Dos de Maig	Debe su nombre al Duero, río de la península Ibérica.	 ( )	Valencia; San Joaquin; San Baltasar	HORTA-GUINARDÓ (07) NOU BARRIS (08)
1028	105508	C	Carrer de Dosrius	Dosrius	Francesca Dulcet i Albareda (Barcelona 1791 - 1862). Mujer de Vicenç Bacigalupi. Vendió parte de los terrenos de la heredad Casa Vinyalet, en 1853. Los terrenos del entorno eran propiedad de Eusebi Güell i Bacigalupi.	10/05/1904 ( )		LES CORTS (04)
1029	105552	C	Carrer del Dragó	Dragó	La plaza mayor del antiguo municipio. Su posible origen sería el de un establecimiento perteneciente a un tal Syrius, de allí viene <i>Syrianus</i> o <i>Sirriano</i>, documentado con este último nombre en el año 986. El topónimo se transformó posteriormente en <i>Serriano</i>,<i> Sirria</i>,<i> Serria</i> y<i> Sarrià</i>.	20/12/1979 ( )	Duque de Gandía; Sarrià; Duque de Gandía; Prat de la Riba	SARRIÀ-SANT GERVASI (05)
1030	105701	C	Carrer de Dublín	Dublín	Luis de la Cerda y de la Vega (siglo XVI). Conde y señor de Medinaceli, Cogolludo y Arcos de Jalón. Ducado concedido por los reyes Católicos en 1479. Era descendiente de los Montcada, que habían dado el terreno para el convento de San Francisco. Al suprimirse el convento reivindicó este terreno. Antiguamente plaza de Sant Francesc, y después (siglo XVI) plaza de los Framenores, por encontrarse delante del convento de franciscanos establecido allí en el siglo XIII.	07/03/1939 ( )	Manuel Azaña; Duque de Medinaceli; Barcas	CIUTAT VELLA (01)
1031	105803	Pl	Plaça del Dubte	Pl Dubte	Ángel Saavedra Ramírez de Baquedano (Córdoba 1791 - Madrid 1865). Dramaturgo y poeta. Político liberal y posteriormente conservador. Embajador en Nápoles y en París y presidente del Consejo de Estado (1863).	28/04/1956 ( )	Duque de Rivas	HORTA-GUINARDÓ (07)
1032	105905	C	Carrer del Duero	Duero		09/11/2007 ( )	Duc de la Victòria, 12/06/1980; Duque de la Victoria, 1857	CIUTAT VELLA (01)
1033	106001	C	Carrer de Dulcet	Dulcet		09/11/2007 ( )	Ptge. Duc de la Victòria, 12/6/1980; Ptge. Duque de la Victoria	CIUTAT VELLA (01)
1034	106103	Pl	Plaça de Sarrià	Pl Sarrià	Luisa María Adelaida de Borbón Penthièvre (París 1753 - 1821). Madre de Luis Felipe, rey de Francia (1830-1848). Casada en 1769 con Luis Felipe, duque de Orleans, denominado Felipe Igualdad. Huyendo de la Revolución francesa vivió en la casa número 1 de esta calle.		Roses y Arús; Duquesa de Orleans; Paz	SARRIÀ-SANT GERVASI (05)
1035	106205	Pl	Plaça del Duc de Medinaceli	Pl Duc Medinaceli	Manuel Duran i Bas (Barcelona 1823 - 1907). Jurisconsulto y político. Decano del Colegio de Abogados (1885-1891). Secretario del Ayuntamiento de Barcelona.	 ( )	Gobernador; Font Cremat; Ganober	CIUTAT VELLA (01)
1036	106307	C	Carrer del Duc de Rivas	Duc de Rivas	Eugeni Duran i Borrell (Barcelona 1851 - 1937). Médico y propietario. Heredó los terrenos de la finca Casa Móra de sus padres Joan Duran i Sagrera, médico cirujano, y Josepa Borrell i Pou. Le sucedió su hijo Francesc d'Assís Duran i Funosas, abogado.	16/05/1943 ( )		GRÀCIA (06)
1037	106409	C	Carrer del Duc	Duc	La Comisión de Urbanismo aprobó el Plan parcial de ordenación del polígono industrial del Consorcio de la Zona Franca de Barcelona, en el que con alguna excepción las calles designadas con letras siguen la dirección norte-sur y las designadas con números la dirección este-oeste.	16/02/1968 ( )		SANTS-MONTJUÏC (03)
1038	106500	C	Carrer de Francesc Pujols	Francesc Pujols	Debe su nombre al Ebro, río español. Bautizado por los griegos como río de Iberia. El nombre derivó en Ebro.	16/08/1927 ( )	Ebro; Atila	SANT MARTÍ (10)
1039	106602	C	Carrer de la Duquessa d'Orleans	Duquessa d'Orleans	Estado de Sudamérica. Adoptó el nombre del círculo máximo que corta perpendicularmente, por la mitad, los meridianos de la tierra.	07/07/1942 ( )	Ecuador; Vilamari (2n tram); Número 14 (Pla Cerdà)	SANTS-MONTJUÏC (03) LES CORTS (04)
1040	106704	C	Carrer de Duran i Bas	Duran i Bas	Thomas Alva Edison (Milan, Ohio 1847 - Orange, Nueva Jersey 1931). Inventor norteamericano. Autodidacta. De sus inventos destacamos: el fonógrafo (1877), la bombilla eléctrica de incandescencia (1879) y el telégrafo de inducción (1885).		Municipio	SANT MARTÍ (10)
1041	106806	C	Carrer de Duran i Borrell	Duran i Borrell	Eduardo Conde Giménez (Madrid 1840 - Sarrià 1914). Comerciante. Fundó los almacenes El Siglo. Cedió terrenos a la ciudad.	17/12/1940 ( )	Estrella (un tram), abans de 1939	SARRIÀ-SANT GERVASI (05)
1042	106861	C	Carrer E Zona Franca	E Zona Franca	Eduard Toda i Güell (Reus, Baix Camp 1855 - Poblet, Conca de Barberà 1941). Diplomático, escritor y arqueólogo. Legó a la ciudad la mayor parte de sus colecciones.	25/04/1945 ( )	Eduardo Toda	HORTA-GUINARDÓ (07)
1043	106908	C	Carrer de l'Ebre	Ebre	Eduard Torroja i Miret (Madrid 1899 - 1961). Ingeniero. Constructor de las primeras bóvedas laminares en España y de la tribuna del campo de Les Corts.	05/10/1962 ( )	Eduardo Torroja	SANT MARTÍ (10)
1044	107004	C	Carrer de l'Equador	Equador	"Calle abierta en un terreno situado en el lugar denominado ""vinya d'Amell"". Fueron propietarios cronológicamente el duque de Almenara Alta, Àgueda de Martorell Fivaller y Pere Borràs Trinxant. No ha sido posible relacionar Eduard Tubau i Soler (1855 - 1928), comerciante, con dicha calle. Queda abierta la investigación."	 ( )	Eduardo Tubau	NOU BARRIS (08)
1045	107208	C	Carrer d'Edison	Edison	"Desde 1579 hasta 1699 estaba establecida en la calle la casa de las mujeres que decidían apartarse del mundo y de su <i>vida licenciosa</i>, y observar una conducta penitente, imitando a Santa María Egipcíaca, y por ello llamada la ""Casa de les Egipcíaques"". Se construyó en el solar de la prisión de mujeres conocida como ""La Galera""."		Egipcíacas; Galera	CIUTAT VELLA (01)
1046	107300	C	Carrer d'Eduardo Conde	Eduardo Conde	Luis de Eguilaz y Eguilaz (Sanlúcar de Barrameda 1830 - Madrid 1874). Literato y dramaturgo español.			SARRIÀ-SANT GERVASI (05)
1047	107401	C	Carrer d'Eduard Toda	Eduard Toda	Calle de la barriada del Rectoret, donde muchos viales fueron dedicados por los vecinos, aunque ésta es posterior.	10/04/1981 ( )	Einstein	SARRIÀ-SANT GERVASI (05)
1048	107503	Pl	Plaça d'Eduard Torroja	Pl Eduard Torroja	Fray Francesc d'Eiximenis (Girona 1327 - Perpiñán, Rosellón 1409). Escritor, franciscano menor. Príncipe de la literatura política, social y costumbrista catalana.	26/06/1946 ( )	Rafael G. Carcer; Eiximenis; Rafael G. Carcer; Lletra A (plànol eixample de Sant Andreu)	SANT ANDREU (09)
1049	107605	C	Carrer d'Eduard Tubau	Eduard Tubau	Juan Sebastián Elkano (Guetaria 1486 - océano Pacífico 1526). Navegante vasco. Con su nave Victoria fue el primero en dar la vuelta al mundo por mar (1522). Este apellido conserva la grafía del idioma vasco.	23/07/1929 ( )	Elcano; El Cano	SANTS-MONTJUÏC (03)
