name,ISIN,Ticker,Fund CCY,Fund size [M],TER in % p.a.,1Y in %,3Y in %,5Y in %,2020 in %,2019 in %,2018 in %,2017 in %
iShares Euro Ultrashort Bond UCITS ETF,IE00BCRY6557,ERNE,EUR,"2,812",0.09%,1.28%,-0.11%,-0.12%,0.09%,0.28%,-0.52%,0.00
iShares European Property Yield UCITS ETF,IE00B0M63284,-,EUR,"1,636",0.40%,19.08%,9.82%,23.86%,-8.65%,25.20%,-6.76%,15.11
iShares European Property Yield UCITS ETF EUR (Acc),IE00BGDQ0L74,-,EUR,76,0.40%,18.92%,-,-,-9.05%,25.88%,-,-
iShares Fallen Angels High Yield Corp Bond UCITS ETF EUR Hedged (Dist),IE00BF3N7219,WNGE,EURHedged,407,0.55%,26.97%,-,-,13.85%,13.12%,-,-
iShares Fallen Angels High Yield Corporate Bond UCITS ETF,IE00BYM31M36,WING,USD,689,0.50%,19.90%,33.80%,-,7.87%,17.37%,-0.44%,-0.85
iShares France Government Bond UCITS ETF,IE00B7LGZ558,IFRB,EUR,51,0.20%,1.58%,6.95%,7.06%,4.19%,5.33%,1.01%,0.25
iShares FTSE MIB UCITS ETF (Acc),IE00B53L4X51,CSMIB,EUR,250,0.33%,43.94%,15.84%,60.93%,-3.94%,32.59%,-13.90%,16.46
iShares Germany Government Bond UCITS ETF (Dist),IE00B5V94313,IS0L,EUR,495,0.20%,-0.71%,5.45%,3.50%,2.69%,2.86%,2.22%,-1.53
iShares Global AAA-AA Government Bond UCITS ETF (Dist),IE00B87G8S03,IAAA,USD,130,0.20%,-2.02%,10.04%,6.19%,2.03%,7.11%,1.58%,-3.48
iShares Global Clean Energy UCITS ETF,IE00B1XNHC34,-,USD,"4,365",0.65%,109.47%,160.95%,173.92%,119.95%,46.56%,-4.65%,5.50
iShares Global Corporate Bond EUR Hedged UCITS ETF (Dist),IE00B9M6SJ31,IBCQ,EURHedged,"1,665",0.25%,7.78%,10.48%,12.70%,6.36%,9.07%,-4.03%,3.45
iShares Global Corporate Bond UCITS ETF,IE00B7J7TB45,CORP,USD,"1,076",0.20%,2.47%,18.32%,17.35%,0.71%,13.53%,0.79%,-4.31
iShares Global Corporate Bond UCITS ETF EUR Hedged (Dist),IE00BJSFQW37,-,EURHedged,383,0.25%,7.97%,-,-,6.31%,-,-,-
iShares Global Government Bond UCITS ETF USD (Dist),IE00B3F81K65,SGLO,USD,905,0.20%,-7.26%,10.62%,4.21%,-0.22%,7.90%,4.18%,-6.77
iShares Global High Yield Corporate Bond UCITS ETF,IE00B74DQ490,HYLD,USD,700,0.50%,14.30%,19.03%,30.65%,-1.36%,14.02%,0.51%,-3.24
iShares Global High Yield Corporate Bond UCITS ETF EUR Hedged (Dist),IE00BJSFR200,-,EURHedged,351,0.55%,19.85%,-,-,3.10%,-,-,-
iShares Global Inflation Linked Government Bond UCITS ETF EUR Hedged (Acc),IE00BKPT2S34,IS3V,EURHedged,215,0.20%,-,-,-,-,-,-,-
iShares Global Inflation Linked Government Bond UCITS ETF USD (Acc),IE00B3B8PX14,SGIL,USD,814,0.20%,0.62%,14.86%,15.90%,2.80%,10.04%,0.27%,-4.81
iShares Global Infrastructure UCITS ETF,IE00B1FZS467,-,USD,986,0.65%,11.00%,36.97%,42.81%,-9.87%,27.33%,2.64%,0.87
iShares Global Timber & Forestry UCITS ETF,IE00B27YCF74,-,USD,132,0.65%,66.72%,21.16%,102.60%,10.34%,20.47%,-14.18%,17.67
iShares Global Water UCITS ETF,IE00B1TXK627,-,USD,"1,619",0.65%,35.77%,60.39%,85.68%,5.84%,35.88%,-5.82%,11.37
iShares Gold Producers UCITS ETF,IE00B6R52036,IAUP,USD,"1,572",0.55%,20.86%,68.75%,58.62%,14.07%,45.43%,-4.66%,-2.40
iShares Healthcare Innovation UCITS ETF,IE00BYZK4776,HEAL,USD,"1,837",0.40%,48.58%,52.93%,-,39.30%,14.78%,2.36%,18.65
iShares ICE TIPS 0-5 UCITS ETF,IE00BDQYWQ65,TIP5,USD,428,0.10%,-3.05%,15.11%,-,-3.99%,6.99%,5.93%,-
iShares Italy Government Bond UCITS ETF EUR (Dist),IE00B7LW6Y90,IS0M,EUR,"1,383",0.20%,8.43%,13.09%,14.86%,7.54%,10.52%,-1.56%,0.53
iShares J.P. Morgan EM Local Government Bond UCITS ETF,IE00B5M4WH52,SEML,USD,"4,642",0.50%,4.09%,-1.20%,7.21%,-7.04%,14.05%,-2.77%,0.18
iShares J.P. Morgan ESG USD EM Bond UCITS ETF,IE00BDDRDW15,EMES,USD,237,0.45%,5.99%,-,-,-3.44%,17.77%,-,-
iShares J.P. Morgan ESG USD EM Bond UCITS ETF EUR Hedged (Acc),IE00BKP5L730,GMES,EURHedged,253,0.50%,14.41%,-,-,3.73%,-,-,-
iShares J.P. Morgan USD EM Bond EUR Hedged UCITS ETF (Dist),IE00B9M6RS56,EMBE,EURHedged,"3,371",0.50%,15.81%,4.27%,12.77%,3.46%,12.10%,-8.36%,7.82
iShares J.P. Morgan USD EM Bond UCITS ETF (Acc),IE00BJ5JPH63,3SUD,EURHedged,230,0.50%,15.89%,-,-,3.40%,-,-,-
iShares J.P. Morgan USD EM Corp Bond UCITS ETF EUR Hedged (Acc),IE00BKT1CS59,SNAZ,EURHedged,202,0.53%,16.48%,-,-,-,-,-,-
iShares J.P. Morgan USD EM Corporate Bond UCITS ETF (Dist),IE00B6TLBW47,EMCR,USD,750,0.50%,7.69%,22.29%,27.98%,-2.14%,15.56%,2.08%,-5.35
iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Acc),IE00BYXYYK40,JPEA,USD,"1,572",0.45%,7.66%,16.31%,-,-3.51%,17.93%,-0.91%,-
iShares J.P. Morgan USD Emerging Markets Bond UCITS ETF (Dist),IE00B2NPKV68,-,USD,"6,601",0.45%,7.37%,15.80%,21.05%,-3.47%,17.94%,-1.00%,-3.37
iShares Listed Private Equity UCITS ETF,IE00B1TXHL60,-,USD,687,0.75%,59.15%,61.85%,105.69%,-3.54%,47.48%,-10.08%,9.34
iShares MDAX UCITS ETF (DE),DE0005933923,EXS3,EUR,"1,692",0.51%,49.44%,24.61%,56.31%,8.51%,30.38%,-18.24%,17.13
iShares MSCI AC Far East ex-Japan Small Cap UCITS ETF,IE00B2QWDR12,-,USD,76,0.74%,62.30%,30.25%,58.12%,17.16%,11.66%,-13.06%,14.71
iShares MSCI AC Far East ex-Japan UCITS ETF,IE00B0M63730,-,USD,"2,168",0.74%,40.72%,34.38%,85.95%,14.54%,20.95%,-11.69%,24.08
iShares MSCI ACWI UCITS ETF (Acc),IE00B6R52259,ISAC,USD,"1,810",0.20%,38.63%,48.81%,82.79%,5.84%,28.79%,-5.21%,8.93
iShares MSCI Australia UCITS ETF,IE00B5377D42,-,USD,471,0.50%,51.73%,34.32%,60.92%,-0.82%,24.85%,-8.13%,5.14
iShares MSCI Brazil UCITS ETF (DE) USD (Acc),DE000A0Q4R85,4BRZ,USD,368,0.33%,26.06%,-,-,-27.01%,28.95%,-,-
iShares MSCI Brazil UCITS ETF (Dist),IE00B0M63516,-,USD,198,0.74%,20.32%,-18.76%,32.88%,-26.32%,27.38%,3.01%,8.18
iShares MSCI Canada UCITS ETF (Acc),IE00B52SF786,CCAU,USD,840,0.48%,41.30%,37.21%,54.28%,-3.84%,29.41%,-13.35%,1.75
iShares MSCI China A UCITS ETF,IE00BQT3WG13,CNYA,USD,"1,733",0.40%,35.09%,44.23%,64.63%,30.61%,38.03%,-22.62%,12.23
iShares MSCI China UCITS ETF USD (Acc),IE00BJ5JPG56,ICHN,USD,273,0.40%,31.58%,-,-,18.18%,-,-,-
iShares MSCI Eastern Europe Capped UCITS ETF,IE00B0M63953,-,USD,154,0.74%,18.14%,10.71%,48.64%,-18.84%,31.66%,1.06%,2.83
iShares MSCI EM Asia UCITS ETF (Acc),IE00B5L8K969,CSEMAS,USD,"1,356",0.20%,45.77%,36.71%,90.28%,16.79%,20.75%,-12.01%,24.70
iShares MSCI EM ESG Enhanced UCITS ETF USD (Acc),IE00BHZPJ239,EDM2,USD,714,0.18%,46.02%,-,-,9.32%,-,-,-
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Acc),IE00BFNM3P36,SAEM,USD,"1,247",0.18%,45.63%,-,-,9.23%,20.37%,-,-
iShares MSCI EM IMI ESG Screened UCITS ETF USD (Dist),IE00BFNM3N12,SEDM,USD,166,0.18%,45.60%,-,-,9.37%,20.17%,-,-
iShares MSCI EM Latin America UCITS ETF (Dist),IE00B27YCK28,-,USD,370,0.74%,31.32%,-15.21%,17.83%,-19.49%,17.25%,-2.87%,8.13
iShares MSCI EM SRI UCITS ETF,IE00BYVJRP78,SUSM,USD,"1,706",0.25%,50.00%,26.68%,-,6.87%,18.96%,-6.11%,17.66
iShares MSCI EM SRI UCITS ETF USD (Dist),IE00BGDQ0T50,SEMD,USD,152,0.25%,49.86%,-,-,6.79%,19.09%,-,-
iShares MSCI EM UCITS ETF (Acc),IE00B4L5YC18,IEMA,USD,971,0.18%,43.57%,26.08%,72.37%,8.05%,19.81%,-11.10%,20.07
iShares MSCI EM UCITS ETF (Dist),IE00B0M63177,-,USD,"3,501",0.18%,43.47%,25.82%,71.79%,8.05%,19.73%,-11.07%,19.96
iShares MSCI Emerging Markets Consumer Growth UCITS ETF USD (Acc),IE00BKM4H197,-,USD,102,0.60%,38.70%,27.18%,63.59%,15.43%,21.66%,-16.02%,22.83
iShares MSCI Emerging Markets Islamic UCITS ETF,IE00B27YCP72,-,USD,79,0.85%,44.50%,30.76%,76.37%,10.70%,22.73%,-13.44%,23.86
iShares MSCI Emerging Markets Small Cap UCITS ETF,IE00B3F81G20,IEMS,USD,267,0.74%,66.28%,20.53%,53.61%,7.20%,13.22%,-14.78%,17.67
iShares MSCI EMU ESG Enhanced UCITS ETF EUR (Acc),IE00BHZPJ015,EDM4,EUR,244,0.12%,44.08%,-,-,2.03%,-,-,-
iShares MSCI EMU ESG Enhanced UCITS ETF EUR (Dist),IE00BHZPHZ28,EMUD,EUR,4,0.12%,44.54%,-,-,1.13%,-,-,-
iShares MSCI EMU ESG Screened UCITS ETF EUR (Acc),IE00BFNM3B99,SAUM,EUR,"1,393",0.12%,42.57%,-,-,0.69%,25.43%,-,-
iShares MSCI EMU ESG Screened UCITS ETF EUR (Dist),IE00BFNM3C07,SMUD,EUR,210,0.12%,42.63%,-,-,0.94%,25.39%,-,-
iShares MSCI EMU Large Cap UCITS ETF,IE00BCLWRF22,IS3G,EUR,97,0.49%,42.51%,24.88%,58.52%,-1.63%,28.46%,-12.03%,11.20
iShares MSCI EMU Mid Cap UCITS ETF,IE00BCLWRD08,IS3H,EUR,194,0.49%,41.75%,23.25%,58.83%,4.42%,27.44%,-14.99%,19.00
iShares MSCI EMU Small Cap UCITS ETF (Acc),IE00B3VWMM18,CSEMUS,EUR,868,0.58%,58.40%,27.49%,72.24%,5.68%,28.29%,-17.29%,24.12
iShares MSCI EMU USD Hedged UCITS ETF (Acc),IE00BWZN1T31,EMUU,USDHedged,176,0.38%,31.88%,34.96%,65.89%,-7.12%,31.88%,-5.57%,0.83
iShares MSCI Europe Consumer Discretionary Sector UCITS ETF EUR (Acc),IE00BMW42298,-,EUR,5,0.18%,-,-,-,-,-,-,-
iShares MSCI Europe Consumer Staples Sector UCITS ETF EUR (Acc),IE00BMW42074,-,EUR,3,0.18%,-,-,-,-,-,-,-
iShares MSCI Europe Energy Sector UCITS ETF EUR (Acc),IE00BMW42637,-,EUR,5,0.18%,-,-,-,-,-,-,-
iShares MSCI Europe ESG Enhanced UCITS ETF EUR (Acc),IE00BHZPJ783,EDM6,EUR,239,0.12%,36.64%,-,-,-1.46%,-,-,-
iShares MSCI Europe ESG Enhanced UCITS ETF EUR (Dist),IE00BHZPJ676,EEUD,EUR,85,0.12%,36.97%,-,-,-1.42%,-,-,-
iShares MSCI Europe ESG Screened UCITS ETF EUR (Acc),IE00BFNM3D14,SAEU,EUR,748,0.12%,36.52%,-,-,-1.52%,26.38%,-,-
iShares MSCI Europe ESG Screened UCITS ETF EUR (Dist),IE00BFNM3F38,SDUE,EUR,61,0.12%,36.44%,-,-,-1.55%,26.47%,-,-
iShares MSCI Europe ex-UK UCITS ETF,IE00B14X4N27,-,EUR,"1,147",0.40%,37.74%,30.40%,58.72%,1.61%,28.12%,-10.76%,11.64
iShares MSCI Europe Financials Sector UCITS ETF EUR (Acc),IE00BMW42306,-,EUR,2,0.18%,-,-,-,-,-,-,-
iShares MSCI Europe Health Care Sector UCITS ETF EUR (Acc),IE00BMW42181,-,EUR,6,0.18%,-,-,-,-,-,-,-
iShares MSCI Europe Information Technology Sector UCITS ETF EUR (Acc),IE00BMW42413,-,EUR,2,0.18%,-,-,-,-,-,-,-
iShares MSCI Europe Quality Dividend UCITS ETF,IE00BYYHSM20,QDVX,EUR,70,0.28%,32.18%,20.11%,-,-10.06%,25.47%,-5.87%,-
iShares MSCI Europe SRI UCITS ETF (Acc),IE00B52VJ196,IUSK,EUR,"2,843",0.20%,37.03%,40.10%,67.25%,4.09%,30.51%,-7.21%,11.14
iShares MSCI Europe SRI UCITS ETF EUR (Dist),IE00BGDPWW94,-,EUR,446,0.20%,37.13%,-,-,3.94%,30.63%,-,-
iShares MSCI France UCITS ETF,IE00BP3QZJ36,IS3U,EUR,71,0.25%,41.28%,26.98%,67.47%,-4.22%,28.94%,-7.72%,13.90
iShares MSCI India UCITS ETF USD (Acc),IE00BZCQB185,NDIA,USD,700,0.65%,58.12%,-,-,5.15%,8.74%,-,-
iShares MSCI Japan ESG Enhanced UCITS ETF USD (Acc),IE00BHZPJ452,EDMJ,USD,176,0.15%,27.17%,-,-,5.79%,-,-,-
iShares MSCI Japan ESG Enhanced UCITS ETF USD (Dist),IE00BHZPJ346,EEJD,USD,80,0.15%,27.07%,-,-,6.68%,-,-,-
iShares MSCI Japan ESG Screened UCITS ETF USD (Acc),IE00BFNM3L97,SAJP,USD,357,0.15%,28.37%,-,-,5.86%,22.88%,-,-
iShares MSCI Japan ESG Screened UCITS ETF USD (Dist),IE00BFNM3M05,SDJP,USD,43,0.15%,28.40%,-,-,6.06%,22.88%,-,-
iShares MSCI Japan EUR Hedged UCITS ETF (Acc),IE00B42Z5J44,IJPE,EURHedged,971,0.64%,38.29%,19.17%,56.80%,7.56%,16.77%,-16.73%,18.52
iShares MSCI Japan Small Cap UCITS ETF (Dist),IE00B2QWDY88,-,USD,265,0.58%,28.90%,11.66%,50.34%,-2.01%,20.89%,-12.31%,15.00
iShares MSCI Japan SRI EUR Hedged UCITS ETF (Acc),IE00BYVJRQ85,QDVN,EURHedged,94,0.25%,35.76%,27.57%,-,13.54%,21.72%,-16.95%,17.77
iShares MSCI Japan SRI UCITS ETF USD (Acc),IE00BYX8XC17,SUJP,USD,556,0.20%,21.94%,28.27%,-,6.47%,25.79%,-9.43%,-
iShares MSCI Japan SRI UCITS ETF USD (Dist),IE00BGDQ0V72,-,USD,46,0.20%,22.28%,-,-,6.40%,25.70%,-,-
iShares MSCI Japan UCITS ETF (Dist),IE00B02KXH56,-,USD,"1,100",0.59%,26.59%,23.63%,56.00%,4.82%,21.04%,-9.28%,8.43
iShares MSCI Japan UCITS ETF USD (Acc),IE00B53QDK08,CJPU,USD,385,0.48%,26.94%,24.18%,57.13%,4.97%,21.18%,-9.15%,8.50
iShares MSCI Korea UCITS ETF (Acc),IE00B5W4TY14,CSKR,USD,152,0.65%,77.38%,40.46%,98.06%,31.38%,13.74%,-17.69%,28.65
iShares MSCI Korea UCITS ETF (Dist),IE00B0M63391,-,USD,703,0.74%,76.29%,39.48%,96.87%,30.84%,14.25%,-17.76%,28.79
iShares MSCI Mexico Capped UCITS ETF (Acc),IE00B5WHFQ43,CSMXCP,USD,81,0.65%,52.93%,-3.35%,-4.46%,-10.62%,13.00%,-11.96%,1.50
iShares MSCI North America UCITS ETF,IE00B14X4M10,-,USD,"1,002",0.40%,40.16%,68.81%,104.54%,9.72%,33.07%,-1.38%,6.18
iShares MSCI Pacific ex-Japan UCITS ETF (Dist),IE00B4WXJD03,-,USD,246,0.60%,37.89%,26.92%,55.48%,-2.94%,20.04%,-6.52%,10.11
iShares MSCI Poland UCITS ETF USD (Acc),IE00B4M7GH52,-,USD,61,0.74%,18.96%,-23.22%,-4.66%,-19.61%,-3.94%,-9.02%,35.61
iShares MSCI Russia ADR/GDR UCITS ETF (Acc),IE00B5V87390,CSRU,USD,284,0.65%,18.93%,24.45%,81.84%,-22.22%,54.17%,2.60%,-5.53
iShares MSCI Saudi Arabia Capped UCITS ETF USD (Acc),IE00BYYR0489,IKSA,USD,237,0.60%,29.74%,-,-,-8.52%,-,-,-
iShares MSCI Saudi Arabia Capped UCITS ETF USD (Dist),IE00BJ5JPJ87,IKSD,USD,7,0.60%,29.71%,-,-,-8.54%,-,-,-
iShares MSCI South Africa UCITS ETF,IE00B52XQP83,-,USD,108,0.65%,62.35%,-2.52%,24.20%,-11.76%,11.76%,-21.53%,19.13
iShares MSCI Taiwan UCITS ETF,IE00B0M63623,-,USD,518,0.74%,68.67%,87.95%,162.74%,24.27%,37.95%,-5.23%,11.27
iShares MSCI Target UK Real Estate UCITS ETF,IE00BRHZ0398,-,GBP,85,0.40%,12.62%,7.29%,5.93%,-14.74%,28.33%,-8.93%,5.67
iShares MSCI Turkey UCITS ETF,IE00B1FZS574,-,USD,98,0.74%,-4.40%,-47.22%,-52.31%,-16.93%,12.35%,-39.00%,20.89
iShares MSCI UK Small Cap UCITS ETF (Acc),IE00B3VWLG82,CSUKS,GBP,635,0.58%,49.53%,19.91%,38.78%,-10.52%,35.86%,-16.16%,16.12
iShares MSCI UK UCITS ETF (Acc),IE00B539F030,CSUK,GBP,129,0.33%,26.63%,6.15%,21.83%,-18.20%,21.93%,-9.91%,7.48
iShares MSCI USA Dividend IQ UCITS ETF,IE00BKM4H312,-,USD,260,0.35%,19.55%,37.20%,59.72%,-7.65%,23.84%,1.50%,4.24
iShares MSCI USA ESG Enhanced UCITS ETF USD (Acc),IE00BHZPJ908,EDMU,USD,"1,819",0.07%,41.29%,-,-,12.35%,-,-,-
iShares MSCI USA ESG Enhanced UCITS ETF USD (Dist),IE00BHZPJ890,EEDS,USD,561,0.07%,41.65%,-,-,12.15%,-,-,-
iShares MSCI USA ESG Screened UCITS ETF USD (Acc),IE00BFNM3G45,SASU,USD,"2,936",0.07%,41.83%,-,-,12.03%,34.01%,-,-
iShares MSCI USA ESG Screened UCITS ETF USD (Dist),IE00BFNM3H51,SDUS,USD,286,0.07%,41.88%,-,-,12.03%,34.05%,-,-
iShares MSCI USA Islamic UCITS ETF,IE00B296QM64,-,USD,102,0.50%,27.86%,46.28%,58.98%,-1.92%,23.34%,-0.67%,0.05
iShares MSCI USA Small Cap UCITS ETF (Acc),IE00B3VWM098,CSUSS,USD,889,0.43%,71.26%,59.61%,103.04%,8.16%,29.00%,-6.24%,2.39
iShares MSCI USA SRI UCITS ETF,IE00BYVJRR92,SUAS,USD,"5,162",0.20%,40.67%,82.36%,-,15.53%,34.51%,2.73%,8.48
iShares MSCI USA SRI UCITS ETF EUR Hedged (Dist),IE00BZ173V67,3SUR,EURHedged,242,0.23%,52.02%,-,-,24.15%,28.00%,-,-
iShares MSCI USA SRI UCITS ETF USD (Dist),IE00BZ173T46,SRIL,USD,257,0.20%,40.76%,-,-,15.72%,34.52%,-,-
iShares MSCI USA UCITS ETF (Acc),IE00B52SFT06,CSUS,USD,810,0.33%,40.23%,70.91%,108.20%,10.40%,33.35%,-0.60%,6.49
iShares MSCI World Consumer Discretionary Sector UCITS ETF USD (Dist),IE00BJ5JP212,WCDS,USD,10,0.25%,62.48%,-,-,24.76%,-,-,-
iShares MSCI World Consumer Staples Sector UCITS ETF USD (Dist),IE00BJ5JP329,WCSS,USD,19,0.25%,11.15%,-,-,-0.97%,-,-,-
iShares MSCI World Energy Sector UCITS ETF USD (Dist),IE00BJ5JP105,WENS,USD,42,0.25%,25.63%,-,-,-36.63%,-,-,-
iShares MSCI World ESG Enhanced UCITS ETF USD (Acc),IE00BHZPJ569,EDMW,USD,938,0.20%,39.34%,-,-,7.68%,-,-,-
iShares MSCI World ESG Enhanced UCITS ETF USD (Dist),IE00BG11HV38,EEWD,USD,185,0.20%,39.65%,-,-,7.73%,-,-,-
iShares MSCI World ESG Screened UCITS ETF USD (Acc),IE00BFNM3J75,SAWD,USD,931,0.20%,39.82%,-,-,7.56%,30.63%,-,-
iShares MSCI World ESG Screened UCITS ETF USD (Dist),IE00BFNM3K80,SDWD,USD,152,0.20%,39.68%,-,-,7.51%,30.61%,-,-
iShares MSCI World EUR Hedged UCITS ETF (Acc),IE00B441G979,IWDE,EURHedged,"3,037",0.55%,45.27%,40.97%,76.52%,11.45%,24.26%,-9.61%,16.50
iShares MSCI World Health Care Sector UCITS ETF USD (Dist),IE00BJ5JNZ06,WHCS,USD,167,0.25%,13.16%,-,-,3.95%,-,-,-
iShares MSCI World Information Technology Sector UCITS ETF USD (Dist),IE00BJ5JNY98,WITS,USD,96,0.25%,52.73%,-,-,31.45%,-,-,-
iShares MSCI World Islamic UCITS ETF,IE00B27YCN58,-,USD,198,0.60%,29.85%,36.68%,56.87%,-1.09%,24.35%,-5.10%,4.67
iShares MSCI World Quality Dividend UCITS ETF,IE00BYYHSQ67,WQDV,USD,203,0.38%,21.00%,30.60%,-,-8.32%,25.60%,-3.13%,-
iShares MSCI World Small Cap UCITS ETF,IE00BF4RFH31,WSML,USD,"3,229",0.35%,62.87%,46.23%,-,6.11%,28.20%,-,-
iShares MSCI World SRI UCITS ETF EUR (Acc),IE00BYX2JD69,SUSW,EUR,"2,465",0.20%,37.12%,62.78%,-,11.11%,32.41%,-2.14%,-
iShares MSCI World SRI UCITS ETF EUR Hedged (Dist),IE00BMZ17W23,SESW,EURHedged,69,0.23%,-,-,-,-,-,-,-
iShares MSCI World SRI UCITS ETF USD (Dist),IE00BDZZTM54,SUWS,USD,611,0.20%,37.57%,62.71%,-,11.09%,32.31%,-2.41%,-
iShares MSCI World UCITS ETF (Dist),IE00B0M62Q58,-,USD,"4,851",0.50%,37.86%,51.80%,83.98%,5.88%,29.78%,-4.56%,7.45
iShares Nasdaq 100 UCITS ETF (Acc),IE00B53SZB19,CSNDX,USD,"5,848",0.33%,52.98%,122.83%,201.58%,35.65%,41.44%,4.28%,16.32
iShares Nasdaq 100 UCITS ETF (DE),DE000A0F5UF5,EXXT,USD,"2,307",0.31%,52.84%,122.04%,199.52%,34.41%,43.46%,3.35%,16.12
iShares Nasdaq 100 UCITS ETF EUR Hedged Acc,IE00BYVQ9F29,NQSE,EURHedged,168,0.36%,65.17%,-,-,45.69%,34.83%,-,-
iShares Nasdaq US Biotechnology UCITS ETF,IE00BYXG2H39,BTEK,USD,279,0.35%,21.46%,53.39%,-,15.18%,26.91%,-4.77%,-
iShares Nikkei 225 UCITS ETF (Acc),IE00B52MJD48,CSNKY,JPY,274,0.48%,40.74%,44.08%,88.79%,13.46%,23.49%,-4.47%,10.05
iShares Nikkei 225 UCITS ETF (DE),DE000A0H08D2,EXX7,JPY,183,0.51%,40.56%,43.75%,88.24%,13.54%,23.79%,-4.89%,10.01
iShares Oil & Gas Exploration & Production UCITS ETF,IE00B6R51Z18,IOGP,USD,168,0.55%,56.88%,-18.63%,-11.99%,-38.57%,13.17%,-18.02%,-16.01
iShares OMX Stockholm Capped UCITS ETF,IE00BD3RYZ16,-,SEK,545,0.10%,67.84%,71.05%,-,15.40%,30.20%,-8.60%,6.76
iShares Pfandbriefe UCITS ETF (DE),DE0002635265,EXHE,EUR,549,0.10%,1.34%,3.84%,3.55%,1.55%,2.53%,0.40%,-0.10
iShares Physical Gold ETC,IE00B4ND3602,-,USD,"10,632",0.15%,-2.80%,34.80%,33.98%,13.69%,20.77%,2.95%,-1.61
iShares Physical Silver ETC,IE00B4NCWG09,-,USD,532,0.20%,54.61%,58.42%,57.57%,33.70%,19.02%,-0.99%,-12.55
iShares Refinitiv Inclusion and Diversity UCITS ETF USD (Acc),IE00BD0B9B76,OPEN,USD,20,0.25%,39.66%,-,-,1.01%,23.81%,-,-
iShares S&P 500 Communication Sector UCITS ETF USD (Acc),IE00BDDRF478,IUCM,USD,101,0.15%,47.84%,-,-,12.96%,34.64%,-,-
iShares S&P 500 Consumer Discretionary Sector UCITS ETF (Acc),IE00B4MCHD36,IUCD,USD,242,0.15%,52.19%,84.12%,126.51%,21.91%,29.91%,5.11%,7.76
iShares S&P 500 Consumer Staples Sector UCITS ETF,IE00B40B8R38,IUCS,USD,86,0.15%,11.61%,44.61%,-,0.74%,29.29%,-4.55%,-
iShares S&P 500 Energy Sector UCITS ETF (Acc),IE00B42NKQ00,IUES,USD,719,0.15%,33.96%,-16.12%,-13.08%,-40.00%,13.35%,-14.62%,-13.57
iShares S&P 500 EUR Hedged UCITS ETF (Acc),IE00B3ZW0K18,IUSE,EURHedged,"4,456",0.20%,48.10%,51.91%,91.50%,15.18%,26.97%,-7.69%,18.78
iShares S&P 500 Financials Sector UCITS ETF (Acc),IE00B4JNQZ49,IUFS,USD,"1,340",0.15%,45.19%,38.41%,100.50%,-10.35%,33.94%,-9.27%,6.90
iShares S&P 500 Health Care Sector UCITS ETF (Acc),IE00B43HR379,IUHC,USD,"1,162",0.15%,14.57%,57.57%,73.47%,3.43%,22.67%,10.95%,6.94
iShares S&P 500 Industrials Sector UCITS ETF,IE00B4LN9N13,IUIS,USD,203,0.15%,47.66%,47.33%,-,1.42%,31.09%,-9.64%,-
iShares S&P 500 Information Technology Sector UCITS ETF USD (Acc),IE00B3WJKG14,IUIT,USD,"1,977",0.15%,50.20%,132.03%,236.67%,30.56%,52.62%,4.04%,21.55
iShares S&P 500 Materials Sector UCITS ETF,IE00B4MKCJ84,IUMS,USD,420,0.15%,49.45%,52.80%,-,10.24%,26.33%,-11.09%,-
iShares S&P 500 Swap UCITS ETF USD (Acc),IE00BMTX1Y45,I500,USD,597,0.07%,-,-,-,-,-,-,-
iShares S&P 500 Utilities Sector UCITS ETF,IE00B4KBBD01,IUUS,USD,96,0.15%,5.11%,44.31%,-,-8.58%,27.85%,8.47%,-
iShares S&P SmallCap 600 UCITS ETF,IE00B2QWCY14,-,USD,"1,281",0.40%,72.10%,49.25%,96.16%,1.30%,24.37%,-4.64%,-1.01
iShares S&P U.S. Banks UCITS ETF USD (Acc),IE00BD3V0B10,BNKS,USD,800,0.35%,68.38%,-,-,-18.66%,35.99%,-,-
iShares SLI UCITS ETF (DE),DE0005933964,EXI1,CHF,253,0.51%,28.83%,45.03%,65.76%,4.81%,33.44%,-9.29%,9.11
iShares Spain Government Bond UCITS ETF (Dist),IE00B428Z604,IS0P,EUR,562,0.20%,4.31%,9.35%,15.84%,3.99%,8.47%,2.41%,0.90
iShares STOXX Europe 50 UCITS ETF,IE0008470928,EUN1,EUR,509,0.35%,24.98%,22.42%,43.52%,-6.30%,27.24%,-10.21%,9.05
iShares STOXX Europe 50 UCITS ETF (DE),DE0005933949,EXW3,EUR,107,0.51%,24.62%,22.08%,43.19%,-6.57%,28.26%,-10.42%,8.98
iShares STOXX Europe 600 Automobiles & Parts UCITS ETF (DE),DE000A0Q4R28,EXV5,EUR,591,0.46%,97.43%,11.14%,57.73%,6.07%,20.06%,-26.79%,16.18
iShares STOXX Europe 600 Banks UCITS ETF (DE),DE000A0F5UJ7,EXV1,EUR,"1,421",0.46%,49.76%,-18.86%,10.03%,-24.50%,14.88%,-25.64%,11.89
iShares STOXX Europe 600 Basic Resources UCITS ETF (DE),DE000A0F5UK5,EXV6,EUR,707,0.46%,80.89%,47.46%,172.03%,12.55%,22.61%,-13.53%,22.61
