Rating,Review Quote,Full Review,Date of review,Date of visit
50,It was so good we went two nights in a row!,"Stumbled onto Bodega Biarritz by happy accident. We decided to roam around and pick a place off the main path. Up and down through little winding streets till we discovered Bodega.A huge draw to us was no seafood tapas. I know that sounds weird but, all of us live in Coastal areas so we are very picky about our seafood. (We went to my families house in Barcelona for Seafood Paella!)First you can go up to the bar and pick the tapas you would like to try. But, this is the better option...Order the mixed tapas for two. We were traveling with another couple so we both did it this way. They pic the mix and bring them to you. We plopped them in the center of the table and each took a bite of every item. If you do not like something they will swap it for another item.Plus, the wait staff and owner are super nice!Go, Eat , Enjoy!Show less","Reviewed May 14, 2018",Date of visit: March 2018
50,"Excellent food, service and very good value.","Was planning on going to Viana, couldn’t get in. Came here instead, having been to the other Bodega Biarritz before - which we loved, but this was even better. We were almost the last party in at the end of the evening. Sat at the bar. Had the 2nd surprise menu for 2 with 5 glasses of perfectly acceptable house rioja - all for €59. The food was uniformly excellent. First class service (thankyou Kareen!). Would certainly return.Show less","Reviewed May 13, 2018",Date of visit: May 2018
50,Fantastic tapas from hidden gem,"Total hole in the wall in an interesting area (careful getting there) but the staff was very friendly, very understanding of dietary restrictions, and willing to replace tapas you don't like. Great offer for chef's choice at reasonable price, excellent Sangria too. Only negative: space is limited and most of the seats are very cramped. We walked in at the perfect time before 7, but by 8 there was a line out the door and I understand why. I would absolutely go back, but better to go as a couple.Show less","Reviewed May 11, 2018",Date of visit: May 2018
50,Great food and good atmosphere,"Tried to get in here the previous night but the queue was too long and they couldn't seat a group of 4. We went back tonight much earlier and managed to get a table- it was well worth it. Superb atmosphere, great food and good wine, all with great service- well recommended. Go for the surprise menu!!Show less","Reviewed May 11, 2018",Date of visit: May 2018
50,Great Place to Eat,The food here is delicious and the service by all the staff especially Lucas was excellent. Would highly recommend this place in the Gothic district and would definetly visit again. Denise and Diane and sister Dolores,"Reviewed May 11, 2018",Date of visit: May 2018
50,Perfect tapas experience,"We found this place by accident. Lines up the street. Wow how good it was! Should go early but not too long wait, 25 minutes with drinks. Best service ever! Delicious tasty food with attention what you prefer/do not like to eat. Great vegetarian tapas, great wines and cheese. Say hi to Lucas, very nice service we'll remember. We will be back here!Show less","Reviewed May 10, 2018",Date of visit: May 2018
50,AMAZING,Was in Barcelona for 3 nights. After finding this place on our second night we just had to go back on the 3rd night. Food was the most amazing tapas i've ever had (and i've had a lot!!!) Atmosphere was authentic and homely. Service was friendly - could not complain and would 100% go back!Show less,"Reviewed May 10, 2018",Date of visit: December 2017
50,What a good suprise!,"What a good surprise in the overreated ramblas! Delicious and authentic tapas, good service and fair prices for the quality of the food and sangria! Special thanks to Karen!","Reviewed May 8, 2018",Date of visit: April 2018
50,This place is amazing!,"Came to Barcelona on the first leg of our four city honeymoon tour. Beloved wife said it was perhaps the best meal of her life, so we came back two days later. Fantastic food, amazing service, delicious wine, and reasonably priced. Run don’t walk. And while we were there, Kareen (server extraordinaire) found a patron’s missing engagement ring. Roni is also a standout (hands down best server ever). And don’t get me started on the ched’s amazing (and amazingly spicy) house made hot sauce. All the stars!!Show less","Reviewed May 7, 2018",Date of visit: May 2018
50,Excellent food and charming service,Really enjoyed the 27€ selection of tapas. More than enough for two. Lucas was an amazing waiter with charm and humour. Thoroughly recommend this place,"Reviewed May 7, 2018",Date of visit: May 2018
50,Great little place!,Called in here for some tapas and a few glasses of wine. We got there before a big queue had formed and only waited a few minutes for a table. An added bonus was we were able to order our drinks and get them in the street while we waited. We had the tapas surprise where the chef chooses you 8 tapas from the menu. All were excellent and washed down with a nice Rioja. Service was excellent too. All in all a great place and I would definitely return.Show less,"Reviewed May 7, 2018",Date of visit: May 2018
